Serial Number:20638359 --

"Date Time, GMT -0400","Temp, (*C)","RH, (%)","DewPt, (*C)","EOF"
2020-07-08 04:49:30,8.60,19.06,-13.68, 
2020-07-08 04:50:30,8.57,19.04,-13.71, 
2020-07-08 04:51:30,8.56,18.44,-14.11, 
2020-07-08 04:52:30,8.55,19.25,-13.60, 
2020-07-08 04:53:30,8.50,19.11,-13.72, 
2020-07-08 04:54:30,8.49,18.65,-14.03, 
2020-07-08 04:55:30,8.47,17.62,-14.73, 
2020-07-08 04:56:30,8.41,18.99,-13.88, 
2020-07-08 04:57:30,8.45,18.36,-14.25, 
2020-07-08 04:58:30,8.47,18.13,-14.39, 
2020-07-08 04:59:30,8.44,19.11,-13.77, 
2020-07-08 05:00:30,8.46,18.58,-14.10, 
2020-07-08 05:01:30,8.47,19.22,-13.68, 
2020-07-08 05:02:30,8.44,18.45,-14.20, 
2020-07-08 05:03:30,8.43,17.36,-14.95, 
2020-07-08 05:04:30,8.42,18.10,-14.46, 
2020-07-08 05:05:30,8.42,17.94,-14.56, 
2020-07-08 05:06:30,8.39,18.10,-14.47, 
2020-07-08 05:07:30,8.45,19.26,-13.67, 
2020-07-08 05:08:30,8.44,19.31,-13.65, 
2020-07-08 05:09:30,8.41,18.61,-14.12, 
2020-07-08 05:10:30,8.36,18.77,-14.06, 
2020-07-08 05:11:30,8.33,20.37,-13.08, 
2020-07-08 05:12:30,8.28,19.38,-13.74, 
2020-07-08 05:13:30,8.23,19.19,-13.89, 
2020-07-08 05:14:30,8.26,18.32,-14.44, 
2020-07-08 05:15:30,8.21,19.27,-13.86, 
2020-07-08 05:16:30,8.24,19.70,-13.56, 
2020-07-08 05:17:30,8.22,18.72,-14.21, 
2020-07-08 05:18:30,8.26,19.02,-13.98, 
2020-07-08 05:19:30,8.31,19.74,-13.48, 
2020-07-08 05:20:30,8.34,19.12,-13.85, 
2020-07-08 05:21:30,8.36,19.06,-13.87, 
2020-07-08 05:22:30,8.41,19.43,-13.60, 
2020-07-08 05:23:30,8.44,19.58,-13.47, 
2020-07-08 05:24:30,8.43,19.40,-13.60, 
2020-07-08 05:25:30,8.46,18.81,-13.95, 
2020-07-08 05:26:30,8.49,19.11,-13.73, 
2020-07-08 05:27:30,8.45,18.75,-14.00, 
2020-07-08 05:28:30,8.43,19.20,-13.72, 
2020-07-08 05:29:30,8.44,18.64,-14.08, 
2020-07-08 05:30:30,8.45,18.73,-14.01, 
2020-07-08 05:31:30,8.46,18.41,-14.21, 
2020-07-08 05:32:30,8.46,19.19,-13.71, 
2020-07-08 05:33:30,8.45,19.07,-13.79, 
2020-07-08 05:34:30,8.47,19.19,-13.70, 
2020-07-08 05:35:30,8.42,19.43,-13.59, 
2020-07-08 05:36:30,8.37,18.89,-13.97, 
2020-07-08 05:37:30,8.42,20.18,-13.13, 
2020-07-08 05:38:30,8.37,19.34,-13.68, 
2020-07-08 05:39:30,8.34,19.03,-13.91, 
2020-07-08 05:40:30,8.32,19.26,-13.78, 
2020-07-08 05:41:30,8.31,20.22,-13.19, 
2020-07-08 05:42:30,8.28,20.40,-13.11, 
2020-07-08 05:43:30,8.24,18.78,-14.15, 
2020-07-08 05:44:30,8.27,18.75,-14.15, 
2020-07-08 05:45:30,8.23,19.10,-13.95, 
2020-07-08 05:46:30,8.22,19.80,-13.52, 
2020-07-08 05:47:30,8.18,19.30,-13.87, 
2020-07-08 05:48:30,8.17,19.26,-13.90, 
2020-07-08 05:49:30,8.18,18.59,-14.32, 
2020-07-08 05:50:30,8.17,18.48,-14.40, 
2020-07-08 05:51:30,8.18,18.45,-14.41, 
2020-07-08 05:52:30,8.16,18.83,-14.19, 
2020-07-08 05:53:30,8.17,18.36,-14.48, 
2020-07-08 05:54:30,8.14,18.86,-14.18, 
2020-07-08 05:55:30,8.12,18.80,-14.24, 
2020-07-08 05:56:30,8.14,18.16,-14.65, 
2020-07-08 05:57:30,8.05,18.93,-14.21, 
2020-07-08 05:58:30,8.05,19.16,-14.06, 
2020-07-08 05:59:30,8.04,18.54,-14.47, 
2020-07-08 06:00:30,8.01,18.84,-14.30, 
2020-07-08 06:01:30,8.03,19.53,-13.85, 
2020-07-08 06:02:30,7.98,18.99,-14.23, 
2020-07-08 06:03:30,7.96,19.54,-13.90, 
2020-07-08 06:04:30,7.96,19.28,-14.06, 
2020-07-08 06:05:30,7.93,19.19,-14.14, 
2020-07-08 06:06:30,7.92,19.58,-13.90, 
2020-07-08 06:07:30,7.96,19.39,-14.00, 
2020-07-08 06:08:30,7.94,19.08,-14.20, 
2020-07-08 06:09:30,7.97,19.26,-14.07, 
2020-07-08 06:10:30,8.00,19.51,-13.89, 
2020-07-08 06:11:30,8.02,20.02,-13.55, 
2020-07-08 06:12:30,8.03,20.66,-13.16, 
2020-07-08 06:13:30,8.05,19.36,-13.93, 
2020-07-08 06:14:30,8.07,20.68,-13.11, 
2020-07-08 06:15:30,8.13,19.27,-13.93, 
2020-07-08 06:16:30,8.18,20.84,-12.93, 
2020-07-08 06:17:30,8.18,20.90,-12.89, 
2020-07-08 06:18:30,8.23,19.23,-13.87, 
2020-07-08 06:19:30,8.19,19.00,-14.05, 
2020-07-08 06:20:30,8.24,18.99,-14.01, 
2020-07-08 06:21:30,8.23,19.45,-13.73, 
2020-07-08 06:22:30,8.31,19.24,-13.80, 
2020-07-08 06:23:30,8.31,18.87,-14.03, 
2020-07-08 06:24:30,8.36,18.63,-14.15, 
2020-07-08 06:25:30,8.36,18.92,-13.96, 
2020-07-08 06:26:30,8.36,18.41,-14.29, 
2020-07-08 06:27:30,8.36,19.15,-13.81, 
2020-07-08 06:28:30,8.33,18.64,-14.16, 
2020-07-08 06:29:30,8.33,18.90,-14.00, 
2020-07-08 06:30:30,8.27,19.34,-13.77, 
2020-07-08 06:31:30,8.21,18.61,-14.29, 
2020-07-08 06:32:30,8.16,18.33,-14.51, 
2020-07-08 06:33:30,8.09,18.79,-14.27, 
2020-07-08 06:34:30,8.04,18.57,-14.45, 
2020-07-08 06:35:30,7.99,19.59,-13.85, 
2020-07-08 06:36:30,7.97,19.80,-13.73, 
2020-07-08 06:37:30,7.94,19.39,-14.01, 
2020-07-08 06:38:30,7.96,19.11,-14.17, 
2020-07-08 06:39:30,7.98,19.54,-13.88, 
2020-07-08 06:40:30,7.99,19.34,-14.00, 
2020-07-08 06:41:30,8.03,20.03,-13.54, 
2020-07-08 06:42:30,8.03,19.71,-13.73, 
2020-07-08 06:43:30,8.05,19.51,-13.84, 
2020-07-08 06:44:30,8.02,18.99,-14.20, 
2020-07-08 06:45:30,8.03,19.01,-14.18, 
2020-07-08 06:46:30,8.01,19.96,-13.60, 
2020-07-08 06:47:30,7.97,19.79,-13.74, 
2020-07-08 06:48:30,7.94,19.95,-13.66, 
2020-07-08 06:49:30,7.92,20.34,-13.44, 
2020-07-08 06:50:30,7.89,19.37,-14.06, 
2020-07-08 06:51:30,7.87,19.11,-14.25, 
2020-07-08 06:52:30,7.88,19.21,-14.17, 
2020-07-08 06:53:30,7.82,19.85,-13.83, 
2020-07-08 06:54:30,7.76,18.77,-14.56, 
2020-07-08 06:55:30,7.71,19.10,-14.39, 
2020-07-08 06:56:30,7.65,20.59,-13.51, 
2020-07-08 06:57:30,7.59,21.32,-13.14, 
2020-07-08 06:58:30,7.53,21.51,-13.09, 
2020-07-08 06:59:30,7.55,21.00,-13.36, 
2020-07-08 07:00:30,7.58,20.78,-13.47, 
2020-07-08 07:01:30,7.63,20.90,-13.35, 
2020-07-08 07:02:30,7.73,21.18,-13.10, 
2020-07-08 07:03:30,7.82,20.19,-13.62, 
2020-07-08 07:04:30,7.92,20.54,-13.32, 
2020-07-08 07:05:30,7.97,21.84,-12.53, 
2020-07-08 07:06:30,8.03,21.03,-12.94, 
2020-07-08 07:07:30,8.09,20.16,-13.40, 
2020-07-08 07:08:30,8.14,20.18,-13.36, 
2020-07-08 07:09:30,8.17,20.02,-13.43, 
2020-07-08 07:10:30,8.19,19.68,-13.62, 
2020-07-08 07:11:30,8.24,20.46,-13.10, 
2020-07-08 07:12:30,8.28,20.27,-13.19, 
2020-07-08 07:13:30,8.33,21.31,-12.53, 
2020-07-08 07:14:30,8.34,20.88,-12.77, 
2020-07-08 07:15:30,8.30,20.15,-13.24, 
2020-07-08 07:16:30,8.28,20.02,-13.34, 
2020-07-08 07:17:30,8.32,19.73,-13.48, 
2020-07-08 07:18:30,8.29,21.63,-12.38, 
2020-07-08 07:19:30,8.24,19.80,-13.50, 
2020-07-08 07:20:30,8.27,19.99,-13.37, 
2020-07-08 07:21:30,8.26,20.16,-13.27, 
2020-07-08 07:22:30,8.27,20.81,-12.87, 
2020-07-08 07:23:30,8.23,20.54,-13.06, 
2020-07-08 07:24:30,8.23,20.46,-13.11, 
2020-07-08 07:25:30,8.18,20.55,-13.10, 
2020-07-08 07:26:30,8.16,20.38,-13.22, 
2020-07-08 07:27:30,8.15,20.37,-13.24, 
2020-07-08 07:28:30,8.17,21.60,-12.49, 
2020-07-08 07:29:30,8.11,21.37,-12.68, 
2020-07-08 07:30:30,8.08,20.41,-13.26, 
2020-07-08 07:31:30,8.06,20.33,-13.33, 
2020-07-08 07:32:30,8.05,19.69,-13.73, 
2020-07-08 07:33:30,8.03,20.28,-13.38, 
2020-07-08 07:34:30,8.06,20.21,-13.40, 
2020-07-08 07:35:30,8.03,19.50,-13.87, 
2020-07-08 07:36:30,8.03,20.48,-13.27, 
2020-07-08 07:37:30,8.01,20.77,-13.11, 
2020-07-08 07:38:30,7.99,21.35,-12.79, 
2020-07-08 07:39:30,7.96,19.48,-13.94, 
2020-07-08 07:40:30,7.97,21.30,-12.83, 
2020-07-08 07:41:30,7.93,21.63,-12.68, 
2020-07-08 07:42:30,7.97,21.29,-12.85, 
2020-07-08 07:43:30,7.92,20.31,-13.46, 
2020-07-08 07:44:30,7.96,20.23,-13.48, 
2020-07-08 07:45:30,7.94,20.38,-13.39, 
2020-07-08 07:46:30,7.98,20.51,-13.29, 
2020-07-08 07:47:30,7.97,20.37,-13.39, 
2020-07-08 07:48:30,7.97,20.14,-13.53, 
2020-07-08 07:49:30,7.99,20.00,-13.59, 
2020-07-08 07:50:30,8.00,20.40,-13.34, 
2020-07-08 07:51:30,7.97,20.11,-13.54, 
2020-07-08 07:52:30,7.98,19.83,-13.70, 
2020-07-08 07:53:30,7.98,20.18,-13.49, 
2020-07-08 07:54:30,7.99,20.97,-13.01, 
2020-07-08 07:55:30,8.00,22.04,-12.39, 
2020-07-08 07:56:30,7.98,20.40,-13.36, 
2020-07-08 07:57:30,7.96,20.12,-13.55, 
2020-07-08 07:58:30,7.94,19.92,-13.67, 
2020-07-08 07:59:30,7.92,21.15,-12.96, 
2020-07-08 08:00:30,7.93,20.61,-13.27, 
2020-07-08 08:01:30,7.92,21.05,-13.02, 
2020-07-08 08:02:30,7.88,20.35,-13.47, 
2020-07-08 08:03:30,7.82,20.62,-13.36, 
2020-07-08 08:04:30,7.84,19.96,-13.74, 
2020-07-08 08:05:30,7.78,21.16,-13.07, 
2020-07-08 08:06:30,7.77,20.82,-13.28, 
2020-07-08 08:07:30,7.74,20.54,-13.47, 
2020-07-08 08:08:30,7.71,20.29,-13.65, 
2020-07-08 08:09:30,7.69,21.24,-13.11, 
2020-07-08 08:10:30,7.69,20.78,-13.37, 
2020-07-08 08:11:30,7.71,21.06,-13.19, 
2020-07-08 08:12:30,7.78,22.94,-12.07, 
2020-07-08 08:13:30,7.82,22.19,-12.46, 
2020-07-08 08:14:30,7.86,21.40,-12.87, 
2020-07-08 08:15:30,7.87,22.06,-12.49, 
2020-07-08 08:16:30,7.90,21.85,-12.58, 
2020-07-08 08:17:30,7.90,21.16,-12.97, 
2020-07-08 08:18:30,7.96,21.67,-12.64, 
2020-07-08 08:19:30,7.98,22.71,-12.04, 
2020-07-08 08:20:30,7.98,21.99,-12.43, 
2020-07-08 08:21:30,7.96,23.30,-11.74, 
2020-07-08 08:22:30,7.94,21.32,-12.84, 
2020-07-08 08:23:30,7.98,21.79,-12.55, 
2020-07-08 08:24:30,7.92,22.55,-12.17, 
2020-07-08 08:25:30,7.92,21.36,-12.84, 
2020-07-08 08:26:30,7.92,22.20,-12.36, 
2020-07-08 08:27:30,7.93,22.36,-12.27, 
2020-07-08 08:28:30,7.98,21.57,-12.68, 
2020-07-08 08:29:30,7.99,21.32,-12.81, 
2020-07-08 08:30:30,8.03,20.96,-12.98, 
2020-07-08 08:31:30,8.12,21.74,-12.46, 
2020-07-08 08:32:30,8.16,20.86,-12.93, 
2020-07-08 08:33:30,8.23,22.32,-12.03, 
2020-07-08 08:34:30,8.30,22.51,-11.87, 
2020-07-08 08:35:30,8.37,22.44,-11.85, 
2020-07-08 08:36:30,8.47,22.01,-12.01, 
2020-07-08 08:37:30,8.60,22.43,-11.67, 
2020-07-08 08:38:30,8.64,21.28,-12.28, 
2020-07-08 08:39:30,8.75,23.25,-11.09, 
2020-07-08 08:40:30,8.87,21.92,-11.72, 
2020-07-08 08:41:30,8.96,21.32,-11.99, 
2020-07-08 08:42:30,9.07,21.64,-11.71, 
2020-07-08 08:43:30,9.16,24.04,-10.32, 
2020-07-08 08:44:30,9.23,20.80,-12.07, 
2020-07-08 08:45:30,9.31,20.82,-12.00, 
2020-07-08 08:46:30,9.41,20.23,-12.26, 
2020-07-08 08:47:30,9.49,21.29,-11.56, 
2020-07-08 08:48:30,9.61,21.51,-11.34, 
2020-07-08 08:49:30,9.70,21.50,-11.26, 
2020-07-08 08:50:30,9.79,21.31,-11.30, 
2020-07-08 08:51:30,9.85,20.70,-11.61, 
2020-07-08 08:52:30,9.94,21.75,-10.92, 
2020-07-08 08:53:30,10.03,21.83,-10.80, 
2020-07-08 08:54:30,10.10,20.80,-11.34, 
2020-07-08 08:55:30,10.18,23.24,-9.89, 
2020-07-08 08:56:30,10.25,22.09,-10.46, 
2020-07-08 08:57:30,10.29,21.92,-10.52, 
2020-07-08 08:58:30,10.33,23.26,-9.75, 
2020-07-08 08:59:30,10.35,21.25,-10.87, 
2020-07-08 09:00:30,10.41,22.07,-10.34, 
2020-07-08 09:01:30,10.44,22.09,-10.30, 
2020-07-08 09:02:30,10.51,22.46,-10.04, 
2020-07-08 09:03:30,10.59,22.16,-10.14, 
2020-07-08 09:04:30,10.66,22.82,-9.71, 
2020-07-08 09:05:30,10.73,22.75,-9.69, 
2020-07-08 09:06:30,10.80,21.00,-10.64, 
2020-07-08 09:07:30,10.86,22.17,-9.90, 
2020-07-08 09:08:30,10.95,22.62,-9.58, 
2020-07-08 09:09:30,11.02,22.15,-9.78, 
2020-07-08 09:10:30,11.09,25.34,-8.01, 
2020-07-08 09:11:30,11.15,22.51,-9.47, 
2020-07-08 09:12:30,11.17,23.77,-8.76, 
2020-07-08 09:13:30,11.28,21.75,-9.79, 
2020-07-08 09:14:30,11.36,21.70,-9.76, 
2020-07-08 09:15:30,11.48,22.02,-9.47, 
2020-07-08 09:16:30,11.54,21.00,-10.02, 
2020-07-08 09:17:30,11.63,23.12,-8.72, 
2020-07-08 09:18:30,11.73,21.69,-9.45, 
2020-07-08 09:19:30,11.87,22.48,-8.88, 
2020-07-08 09:20:30,12.00,22.92,-8.53, 
2020-07-08 09:21:30,12.14,20.54,-9.80, 
2020-07-08 09:22:30,12.21,21.41,-9.22, 
2020-07-08 09:23:30,12.25,20.67,-9.63, 
2020-07-08 09:24:30,12.30,20.23,-9.86, 
2020-07-08 09:25:30,12.32,20.74,-9.53, 
2020-07-08 09:26:30,12.41,20.89,-9.36, 
2020-07-08 09:27:30,12.42,20.45,-9.63, 
2020-07-08 09:28:30,12.44,21.94,-8.71, 
2020-07-08 09:29:30,12.46,20.91,-9.31, 
2020-07-08 09:30:30,12.43,21.45,-9.01, 
2020-07-08 09:31:30,12.42,21.57,-8.94, 
2020-07-08 09:32:30,12.43,19.48,-10.23, 
2020-07-08 09:33:30,12.52,21.61,-8.83, 
2020-07-08 09:34:30,12.57,22.40,-8.34, 
2020-07-08 09:35:30,12.69,20.72,-9.23, 
2020-07-08 09:36:30,12.85,21.29,-8.76, 
2020-07-08 09:37:30,12.94,19.72,-9.65, 
2020-07-08 09:38:30,13.01,22.01,-8.20, 
2020-07-08 09:39:30,13.08,22.38,-7.92, 
2020-07-08 09:40:30,13.20,24.45,-6.67, 
2020-07-08 09:41:30,13.31,20.08,-9.12, 
2020-07-08 09:42:30,13.47,20.32,-8.83, 
2020-07-08 09:43:30,13.56,20.74,-8.49, 
2020-07-08 09:44:30,13.68,22.66,-7.25, 
2020-07-08 09:45:30,13.77,19.30,-9.24, 
2020-07-08 09:46:30,13.86,22.99,-6.91, 
2020-07-08 09:47:30,13.98,21.54,-7.65, 
2020-07-08 09:48:30,14.05,20.79,-8.06, 
2020-07-08 09:49:30,14.17,19.94,-8.49, 
2020-07-08 09:50:30,14.15,19.36,-8.88, 
2020-07-08 09:51:30,14.13,21.01,-7.85, 
2020-07-08 09:52:30,14.09,21.33,-7.69, 
2020-07-08 09:53:30,14.05,21.58,-7.58, 
2020-07-08 09:54:30,14.00,20.66,-8.17, 
2020-07-08 09:55:30,13.94,23.57,-6.53, 
2020-07-08 09:56:30,13.91,19.98,-8.68, 
2020-07-08 09:57:30,13.86,22.16,-7.39, 
2020-07-08 09:58:30,13.86,18.93,-9.41, 
2020-07-08 09:59:30,13.88,22.14,-7.39, 
2020-07-08 10:00:30,13.96,20.41,-8.36, 
2020-07-08 10:01:30,14.06,20.34,-8.33, 
2020-07-08 10:02:30,14.12,22.29,-7.10, 
2020-07-08 10:03:30,14.20,20.05,-8.39, 
2020-07-08 10:04:30,14.24,19.89,-8.47, 
2020-07-08 10:05:30,14.29,21.39,-7.49, 
2020-07-08 10:06:30,14.37,23.37,-6.27, 
2020-07-08 10:07:30,14.44,21.81,-7.11, 
2020-07-08 10:08:30,14.55,19.98,-8.15, 
2020-07-08 10:09:30,14.66,19.69,-8.24, 
2020-07-08 10:10:30,14.73,23.85,-5.70, 
2020-07-08 10:11:30,14.82,20.06,-7.87, 
2020-07-08 10:12:30,14.89,20.67,-7.43, 
2020-07-08 10:13:30,14.95,24.01,-5.43, 
2020-07-08 10:14:30,14.96,23.73,-5.57, 
2020-07-08 10:15:30,15.00,22.06,-6.49, 
2020-07-08 10:16:30,15.00,25.08,-4.81, 
2020-07-08 10:17:30,15.06,19.15,-8.28, 
2020-07-08 10:18:30,15.13,22.24,-6.28, 
2020-07-08 10:19:30,15.25,21.54,-6.59, 
2020-07-08 10:20:30,15.42,22.48,-5.90, 
2020-07-08 10:21:30,15.55,20.70,-6.86, 
2020-07-08 10:22:30,15.54,19.26,-7.80, 
2020-07-08 10:23:30,15.48,21.23,-6.59, 
2020-07-08 10:24:30,15.44,24.18,-4.92, 
2020-07-08 10:25:30,15.45,22.16,-6.06, 
2020-07-08 10:26:30,15.51,25.46,-4.18, 
2020-07-08 10:27:30,15.55,20.33,-7.10, 
2020-07-08 10:28:30,15.59,22.90,-5.51, 
2020-07-08 10:29:30,15.69,20.09,-7.13, 
2020-07-08 10:30:30,15.84,17.84,-8.54, 
2020-07-08 10:31:30,15.96,20.71,-6.52, 
2020-07-08 10:32:30,16.04,21.23,-6.12, 
2020-07-08 10:33:30,16.04,22.38,-5.43, 
2020-07-08 10:34:30,16.01,22.14,-5.60, 
2020-07-08 10:35:30,15.98,18.56,-7.92, 
2020-07-08 10:36:30,15.99,21.43,-6.05, 
2020-07-08 10:37:30,15.97,21.57,-5.98, 
2020-07-08 10:38:30,15.95,22.76,-5.29, 
2020-07-08 10:39:30,15.98,22.80,-5.24, 
2020-07-08 10:40:30,16.00,25.66,-3.66, 
2020-07-08 10:41:30,15.98,19.82,-7.07, 
2020-07-08 10:42:30,15.99,20.56,-6.59, 
2020-07-08 10:43:30,15.90,20.49,-6.70, 
2020-07-08 10:44:30,15.87,23.66,-4.84, 
2020-07-08 10:45:30,15.86,23.84,-4.75, 
2020-07-08 10:46:30,15.86,25.80,-3.71, 
2020-07-08 10:47:30,15.88,20.51,-6.71, 
2020-07-08 10:48:30,15.90,22.59,-5.43, 
2020-07-08 10:49:30,16.00,21.99,-5.70, 
2020-07-08 10:50:30,16.08,23.76,-4.61, 
2020-07-08 10:51:30,16.16,19.98,-6.81, 
2020-07-08 10:52:30,16.13,21.96,-5.61, 
2020-07-08 10:53:30,16.18,19.97,-6.80, 
2020-07-08 10:54:30,16.26,25.12,-3.72, 
2020-07-08 10:55:30,16.26,22.76,-5.03, 
2020-07-08 10:56:30,16.28,22.61,-5.10, 
2020-07-08 10:57:30,16.26,20.20,-6.59, 
2020-07-08 10:58:30,16.21,19.04,-7.39, 
2020-07-08 10:59:30,16.19,22.43,-5.27, 
2020-07-08 11:00:30,16.21,21.46,-5.84, 
2020-07-08 11:01:30,16.32,22.64,-5.05, 
2020-07-08 11:02:30,16.43,19.28,-7.05, 
2020-07-08 11:03:30,16.56,22.42,-4.97, 
2020-07-08 11:04:30,16.66,21.30,-5.56, 
2020-07-08 11:05:30,16.67,23.60,-4.20, 
2020-07-08 11:06:30,16.69,17.72,-7.94, 
2020-07-08 11:07:30,16.69,21.06,-5.69, 
2020-07-08 11:08:30,16.64,22.82,-4.67, 
2020-07-08 11:09:30,16.61,21.57,-5.44, 
2020-07-08 11:10:30,16.63,20.08,-6.36, 
2020-07-08 11:11:30,16.62,24.11,-3.96, 
2020-07-08 11:12:30,16.80,22.05,-4.99, 
2020-07-08 11:13:30,16.91,24.16,-3.69, 
2020-07-08 11:14:30,17.02,21.41,-5.20, 
2020-07-08 11:15:30,17.14,23.09,-4.10, 
2020-07-08 11:16:30,17.25,21.10,-5.19, 
2020-07-08 11:17:30,17.26,20.18,-5.77, 
2020-07-08 11:18:30,17.24,22.79,-4.18, 
2020-07-08 11:19:30,17.17,19.40,-6.36, 
2020-07-08 11:20:30,17.09,23.97,-3.64, 
2020-07-08 11:21:30,17.10,23.05,-4.15, 
2020-07-08 11:22:30,17.06,20.22,-5.91, 
2020-07-08 11:23:30,17.05,22.61,-4.45, 
2020-07-08 11:24:30,17.04,18.34,-7.20, 
2020-07-08 11:25:30,17.07,20.82,-5.52, 
2020-07-08 11:26:30,17.11,22.81,-4.28, 
2020-07-08 11:27:30,17.14,22.75,-4.30, 
2020-07-08 11:28:30,17.17,20.56,-5.60, 
2020-07-08 11:29:30,17.15,17.43,-7.77, 
2020-07-08 11:30:30,17.08,22.51,-4.48, 
2020-07-08 11:31:30,17.02,19.94,-6.13, 
2020-07-08 11:32:30,17.08,21.20,-5.28, 
2020-07-08 11:33:30,17.23,22.69,-4.25, 
2020-07-08 11:34:30,17.30,19.54,-6.16, 
2020-07-08 11:35:30,17.34,23.47,-3.71, 
2020-07-08 11:36:30,17.44,18.71,-6.61, 
2020-07-08 11:37:30,17.54,17.88,-7.12, 
2020-07-08 11:38:30,17.66,19.29,-6.03, 
2020-07-08 11:39:30,17.78,17.54,-7.17, 
2020-07-08 11:40:30,17.90,19.08,-5.98, 
2020-07-08 11:41:30,17.97,20.33,-5.09, 
2020-07-08 11:42:30,17.97,21.95,-4.07, 
2020-07-08 11:43:30,17.97,20.00,-5.30, 
2020-07-08 11:44:30,18.07,22.98,-3.38, 
2020-07-08 11:45:30,18.14,18.89,-5.91, 
2020-07-08 11:46:30,18.09,21.81,-4.06, 
2020-07-08 11:47:30,18.07,20.06,-5.18, 
2020-07-08 11:48:30,18.04,22.51,-3.68, 
2020-07-08 11:49:30,18.13,20.51,-4.84, 
2020-07-08 11:50:30,18.21,21.77,-3.98, 
2020-07-08 11:51:30,18.30,18.51,-6.04, 
2020-07-08 11:52:30,18.34,22.14,-3.65, 
2020-07-08 11:53:30,18.42,20.48,-4.61, 
2020-07-08 11:54:30,18.42,17.36,-6.79, 
2020-07-08 11:55:30,18.42,18.99,-5.61, 
2020-07-08 11:56:30,18.46,21.06,-4.22, 
2020-07-08 11:57:30,18.51,19.07,-5.48, 
2020-07-08 11:58:30,18.54,18.30,-6.00, 
2020-07-08 11:59:30,18.57,20.15,-4.71, 
2020-07-08 12:00:30,18.57,18.07,-6.14, 
2020-07-08 12:01:30,18.56,23.59,-2.61, 
2020-07-08 12:02:30,18.53,20.47,-4.53, 
2020-07-08 12:03:30,18.48,16.99,-7.02, 
2020-07-08 12:04:30,18.42,18.55,-5.91, 
2020-07-08 12:05:30,18.36,21.92,-3.76, 
2020-07-08 12:06:30,18.30,20.05,-4.99, 
2020-07-08 12:07:30,18.20,19.01,-5.78, 
2020-07-08 12:08:30,18.26,19.01,-5.73, 
2020-07-08 12:09:30,18.34,17.10,-7.05, 
2020-07-08 12:10:30,18.42,16.71,-7.27, 
2020-07-08 12:11:30,18.49,17.96,-6.29, 
2020-07-08 12:12:30,18.49,19.37,-5.30, 
2020-07-08 12:13:30,18.43,18.15,-6.19, 
2020-07-08 12:14:30,18.42,17.15,-6.94, 
2020-07-08 12:15:30,18.48,16.97,-7.03, 
2020-07-08 12:16:30,18.50,16.30,-7.53, 
2020-07-08 12:17:30,18.59,26.83,-0.84, 
2020-07-08 12:18:30,18.63,19.92,-4.81, 
2020-07-08 12:19:30,18.59,21.55,-3.80, 
2020-07-08 12:20:30,18.57,20.16,-4.70, 
2020-07-08 12:21:30,18.62,22.76,-3.05, 
2020-07-08 12:22:30,18.65,18.50,-5.77, 
2020-07-08 12:23:30,18.62,19.70,-4.97, 
2020-07-08 12:24:30,18.53,20.47,-4.53, 
2020-07-08 12:25:30,18.47,17.81,-6.42, 
2020-07-08 12:26:30,18.41,20.89,-4.36, 
2020-07-08 12:27:30,18.46,25.05,-1.89, 
2020-07-08 12:28:30,18.44,19.30,-5.38, 
2020-07-08 12:29:30,18.35,18.69,-5.88, 
2020-07-08 12:30:30,18.33,19.14,-5.59, 
2020-07-08 12:31:30,18.42,19.24,-5.44, 
2020-07-08 12:32:30,18.54,19.41,-5.23, 
2020-07-08 12:33:30,18.70,21.33,-3.84, 
2020-07-08 12:34:30,18.80,20.39,-4.36, 
2020-07-08 12:35:30,18.84,18.50,-5.61, 
2020-07-08 12:36:30,18.88,18.06,-5.89, 
2020-07-08 12:37:30,18.93,17.05,-6.60, 
2020-07-08 12:38:30,18.92,18.25,-5.73, 
2020-07-08 12:39:30,18.89,19.31,-5.01, 
2020-07-08 12:40:30,18.78,24.57,-1.88, 
2020-07-08 12:41:30,18.63,21.58,-3.75, 
2020-07-08 12:42:30,18.57,18.31,-5.96, 
2020-07-08 12:43:30,18.59,20.22,-4.64, 
2020-07-08 12:44:30,18.63,21.45,-3.83, 
2020-07-08 12:45:30,18.57,20.07,-4.76, 
2020-07-08 12:46:30,18.62,19.25,-5.28, 
2020-07-08 12:47:30,18.61,19.84,-4.89, 
2020-07-08 12:48:30,18.57,18.39,-5.91, 
2020-07-08 12:49:30,18.64,17.12,-6.79, 
2020-07-08 12:50:30,18.66,20.04,-4.71, 
2020-07-08 12:51:30,18.64,26.16,-1.15, 
2020-07-08 12:52:30,18.68,20.63,-4.30, 
2020-07-08 12:53:30,18.66,22.61,-3.10, 
2020-07-08 12:54:30,18.72,21.79,-3.54, 
2020-07-08 12:55:30,18.77,21.34,-3.78, 
2020-07-08 12:56:30,18.79,19.47,-4.98, 
2020-07-08 12:57:30,18.83,19.10,-5.20, 
2020-07-08 12:58:30,18.82,21.95,-3.36, 
2020-07-08 12:59:30,18.70,20.76,-4.20, 
2020-07-08 13:00:30,18.58,20.35,-4.57, 
2020-07-08 13:01:30,18.58,19.01,-5.46, 
2020-07-08 13:02:30,18.62,22.55,-3.17, 
2020-07-08 13:03:30,18.62,21.26,-3.96, 
2020-07-08 13:04:30,18.65,23.13,-2.81, 
2020-07-08 13:05:30,18.69,21.34,-3.85, 
2020-07-08 13:06:30,18.81,21.11,-3.89, 
